step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
196865.0,103,2425.0,17.077464788732396,1.6390272290181163,103,7469.0,0.06369123596637015,103,7469.0
196870.0,102,2467.0,17.62142857142857,1.8020123865874187,102,7345.0,0.058704601099617906,102,7345.0
196875.0,95,2235.0,16.313868613138688,1.5844287628602909,95,7515.0,0.05621702092134993,95,7515.0
196880.0,94,2057.0,15.466165413533835,1.6040430018679124,94,7341.0,0.06626439984096416,94,7341.0
196885.0,92,2134.0,15.576642335766424,2.098793619563325,92,7015.0,0.07319806314086406,92,7015.0
196890.0,92,2223.0,16.226277372262775,2.0553206035166447,92,6849.0,0.07222388534744012,92,6849.0
196895.0,96,2222.0,15.871428571428572,1.7020456761043028,96,7085.0,0.07208098657043377,96,7085.0
196900.0,104,2229.0,15.92142857142857,1.4956456387434127,104,7214.0,0.06658829081580042,104,7214.0
196905.0,103,2361.0,16.864285714285714,1.708502618079673,103,7198.0,0.05733609477342402,103,7198.0
196910.0,102,2507.0,17.90714285714286,1.9727434782276834,102,7373.0,0.07252779076224661,102,7373.0
196915.0,99,2421.0,17.543478260869566,1.7308146837323934,99,7502.0,0.0717633995888699,99,7502.0
196920.0,101,2422.0,17.424460431654676,1.555065191905539,101,7580.0,0.06355663365378571,101,7580.0
196925.0,101,2505.0,17.76595744680851,1.7907277249255769,101,7498.0,0.05939363608825373,101,7498.0
196930.0,101,2657.0,18.711267605633804,1.9643574538303084,101,7574.0,0.06678237602114818,101,7574.0
196935.0,102,2676.0,18.97872340425532,1.811712389831229,102,7666.0,0.07221007577125231,102,7666.0
196940.0,102,2682.0,19.02127659574468,1.6864771718056832,102,7533.0,0.06527879743944394,102,7533.0
196945.0,102,2771.0,19.652482269503547,1.7569033661084263,102,7304.0,0.05477005849942668,102,7304.0
196950.0,103,2815.0,20.25179856115108,1.9204345187856218,103,7401.0,0.06894227588642618,103,7401.0
196955.0,96,2667.0,19.467153284671532,1.957589371181846,96,7370.0,0.07346766367874147,96,7370.0
196960.0,98,2613.0,19.355555555555554,1.8272586589921376,98,7224.0,0.07298854028852289,98,7224.0
196965.0,98,2684.0,19.59124087591241,1.925136958679552,98,7016.0,0.06609170202061534,98,7016.0
196970.0,100,2770.0,19.785714285714285,2.0478656619741433,100,7030.0,0.07161887203417953,100,7030.0
196975.0,97,2628.0,19.043478260869566,1.7901480966078962,97,7171.0,0.07188653701327108,97,7171.0
196980.0,98,2558.0,18.536231884057973,1.6690582537016776,98,7179.0,0.06912525072950895,98,7179.0
196985.0,102,2623.0,18.602836879432623,1.775623306850541,102,7041.0,0.053197728667862744,102,7041.0
196990.0,100,2613.0,18.664285714285715,2.1021523180989092,100,7049.0,0.06621516965489767,100,7049.0
196995.0,95,2560.0,18.55072463768116,1.9472082721500397,95,7147.0,0.07956091628451376,95,7147.0
197000.0,98,2507.0,18.2992700729927,1.5991938404684953,98,7225.0,0.0723129125993306,98,7225.0
197005.0,101,2585.0,18.464285714285715,1.7487720100260133,101,7138.0,0.057274746852520514,101,7138.0
197010.0,101,2695.0,19.113475177304963,1.8970220248746252,101,7195.0,0.0642457335945124,101,7195.0
197015.0,98,2599.0,18.697841726618705,1.821499844035945,98,7282.0,0.07657723017409106,98,7282.0
197020.0,97,2535.0,17.85211267605634,1.8998178870864293,97,6982.0,0.06670441822742672,97,6982.0
197025.0,99,2608.0,18.49645390070922,1.8640887235567536,99,7000.0,0.06017321315720889,99,7000.0
197030.0,100,2662.0,19.43065693430657,1.942732761291066,100,6879.0,0.05781350569877767,100,6879.0
197035.0,96,2576.0,19.36842105263158,1.8460773570936875,96,6966.0,0.06815925488848076,96,6966.0
197040.0,95,2564.0,18.992592592592594,1.9097317119135087,95,6907.0,0.06746690475100406,95,6907.0
197045.0,93,2560.0,19.24812030075188,1.873052851627526,93,6850.0,0.06390899556657954,93,6850.0
197050.0,94,2624.0,19.294117647058822,2.1686975685365852,94,6808.0,0.07623515501586885,94,6808.0
197055.0,94,2458.0,17.94160583941606,1.9398043011834152,94,6861.0,0.0826806418345384,94,6861.0
197060.0,98,2393.0,17.340579710144926,1.6486498134227217,98,6843.0,0.07631863859429842,98,6843.0
197065.0,101,2426.0,17.32857142857143,1.8462172062396114,101,6698.0,0.06091529119394013,101,6698.0
197070.0,99,2494.0,17.814285714285713,1.9546889230410436,99,6698.0,0.06327017386797866,99,6698.0
197075.0,100,2464.0,17.72661870503597,1.8448285603914474,100,6794.0,0.07670123572080244,100,6794.0
197080.0,98,2418.0,17.271428571428572,1.74311975128087,98,6850.0,0.07306081196876944,98,6850.0
197085.0,98,2398.0,17.12857142857143,1.7700707119645682,98,6712.0,0.05640471390480741,98,6712.0
197090.0,100,2630.0,18.652482269503547,2.048774374468053,100,6735.0,0.06953981376599,100,6735.0
197095.0,97,2595.0,18.66906474820144,1.7004381241883237,97,6814.0,0.06848157209454676,97,6814.0
197100.0,97,2545.0,18.442028985507246,1.681076656181421,97,6861.0,0.06924079188732976,97,6861.0
197105.0,101,2624.0,18.742857142857144,1.9120523787476758,101,6738.0,0.05928550020634559,101,6738.0
197110.0,100,2677.0,19.39855072463768,2.0923527128970156,100,6741.0,0.06808190313797237,100,6741.0
197115.0,98,2590.0,19.328358208955223,1.8349850672977108,98,6819.0,0.06826359064251629,98,6819.0
197120.0,96,2534.0,19.05263157894737,1.7724797567173454,96,6875.0,0.07037998627618312,96,6875.0
197125.0,96,2594.0,19.073529411764707,1.9558837605922936,96,6725.0,0.06606172995447192,96,6725.0
197130.0,95,2612.0,19.065693430656935,1.9729658455989738,95,6785.0,0.0800041060299935,95,6785.0
197135.0,97,2508.0,17.914285714285715,1.8987852175133135,97,6742.0,0.07526750852550493,97,6742.0
197140.0,102,2514.0,18.086330935251798,1.6261829565049395,102,6801.0,0.06851537257093793,102,6801.0
197145.0,102,2548.0,18.070921985815602,1.819752708509677,102,6788.0,0.060866931290433766,102,6788.0
197150.0,102,2666.0,19.042857142857144,2.0305797224609186,102,6695.0,0.06665768658269153,102,6695.0
197155.0,101,2542.0,18.287769784172664,1.72753550927844,101,6893.0,0.0722273716174182,101,6893.0
197160.0,101,2504.0,18.014388489208635,1.5919660253185102,101,6963.0,0.06331192175103208,101,6963.0
197165.0,103,2551.0,18.092198581560282,1.710949656902459,103,6885.0,0.05506359764062409,103,6885.0
197170.0,105,2749.0,19.359154929577464,2.002532828101789,105,7044.0,0.07572301399886026,105,7044.0
197175.0,99,2673.0,19.09285714285714,1.8734511855432021,99,7052.0,0.07236365996705545,99,7052.0
197180.0,102,2621.0,18.588652482269502,1.70506200839705,102,7108.0,0.06459279271935643,102,7108.0
197185.0,101,2612.0,18.65714285714286,1.7287062758319156,101,6974.0,0.051922672804979364,101,6974.0
197190.0,96,2405.0,17.178571428571427,1.6197471934594188,96,7160.0,0.061798944464571924,96,7160.0
197195.0,91,2180.0,16.029411764705884,1.7860661445065524,91,7104.0,0.06279112125995852,91,7104.0
197200.0,95,2227.0,16.255474452554743,1.972713500467065,95,7070.0,0.07083548429213211,95,7070.0
197205.0,92,2332.0,16.776978417266186,2.1137447702813024,92,6953.0,0.07098275003388406,92,6953.0
197210.0,98,2268.0,16.2,1.6972851631386707,98,7117.0,0.06941842488694461,98,7117.0
197215.0,98,2261.0,16.15,1.598206253163742,98,7148.0,0.06576112133195276,98,7148.0
197220.0,104,2387.0,16.929078014184398,1.762120895281068,104,7058.0,0.05531550085071961,104,7058.0
197225.0,102,2481.0,17.848920863309353,1.9645349914976626,102,7083.0,0.06414047193073373,102,7083.0
197230.0,97,2446.0,17.854014598540147,1.7602039588188834,97,7203.0,0.07272504584257074,97,7203.0
197235.0,99,2439.0,17.546762589928058,1.6581518484966702,99,7278.0,0.06645262666580312,99,7278.0
197240.0,100,2517.0,17.978571428571428,1.761566134685668,100,7181.0,0.05323891735313058,100,7181.0
197245.0,99,2645.0,18.75886524822695,2.0019257321743384,99,7243.0,0.0589604674307732,99,7243.0
197250.0,97,2638.0,18.84285714285714,1.7669474816199005,97,7406.0,0.06796689797618978,97,7406.0
197255.0,99,2580.0,18.428571428571427,1.6531035223468575,99,7267.0,0.06753145078660998,99,7267.0
197260.0,101,2666.0,18.907801418439718,1.809355921309178,101,7037.0,0.05466184850071258,101,7037.0
197265.0,99,2672.0,19.223021582733814,1.948295580939546,99,7026.0,0.061202424607163824,99,7026.0
197270.0,99,2615.0,19.37037037037037,1.6862496692057618,99,7109.0,0.07240950549830713,99,7109.0
197275.0,97,2554.0,18.779411764705884,1.8532740769584781,97,7173.0,0.06841247376803096,97,7173.0
197280.0,96,2609.0,19.183823529411764,2.032403700125536,96,7049.0,0.07060749127480699,96,7049.0
197285.0,97,2679.0,19.27338129496403,2.1599458922483445,97,6946.0,0.06899029616714644,97,6946.0
197290.0,96,2525.0,18.165467625899282,1.8677611570782269,96,7115.0,0.07785685483940083,96,7115.0
197295.0,99,2478.0,17.827338129496404,1.66649088702269,99,7138.0,0.06925991069978403,99,7138.0
197300.0,102,2566.0,18.19858156028369,1.847370717142125,102,7033.0,0.054896980923215356,102,7033.0
197305.0,100,2580.0,18.56115107913669,1.9653150589093111,100,7057.0,0.0633536949447124,100,7057.0
197310.0,99,2543.0,18.294964028776977,1.908092999326295,99,7167.0,0.07484456716694492,99,7167.0
197315.0,103,2543.0,18.164285714285715,1.6497199158667704,103,7204.0,0.06591358309325272,103,7204.0
197320.0,101,2572.0,18.37142857142857,1.7777614761233387,101,7210.0,0.06021967701124267,101,7210.0
197325.0,100,2684.0,19.17142857142857,2.04987107643244,100,7248.0,0.0723006052641642,100,7248.0
197330.0,98,2595.0,18.804347826086957,1.8255343869902456,98,7235.0,0.0776565640864758,98,7235.0
197335.0,100,2546.0,18.31654676258993,1.740805339516583,100,6952.0,0.06858274581354493,100,6952.0
197340.0,100,2585.0,18.464285714285715,1.83629596879131,100,6881.0,0.057442820056516804,100,6881.0
197345.0,101,2695.0,19.67153284671533,1.8701270169272948,101,6882.0,0.06521010992650644,101,6882.0
197350.0,96,2608.0,19.176470588235293,1.8643676339251698,96,6965.0,0.07709171938327708,96,6965.0
197355.0,97,2603.0,19.28148148148148,1.8082010633924184,97,7012.0,0.07372072142195539,97,7012.0
197360.0,97,2603.0,19.0,1.906200222325894,97,6855.0,0.06384036949460296,97,6855.0
197365.0,93,2620.0,18.714285714285715,2.2128788079538855,93,6809.0,0.07659113663512415,93,6809.0
197370.0,98,2513.0,18.21014492753623,1.84284466873642,98,6873.0,0.07616343402105298,98,6873.0
197375.0,99,2467.0,17.62142857142857,1.6163210664677874,99,6930.0,0.06184179497210286,99,6930.0
197380.0,103,2563.0,18.177304964539008,1.8435329883362799,103,6814.0,0.054194225822114715,103,6814.0
197385.0,102,2681.0,19.15,2.1492367253953937,102,6925.0,0.07546760563763695,102,6925.0
197390.0,97,2544.0,18.56934306569343,1.7792510399002772,97,6924.0,0.07826625452065171,97,6924.0
197395.0,99,2490.0,18.043478260869566,1.6846196715538932,99,6729.0,0.07054021425710459,99,6729.0
197400.0,101,2576.0,18.4,1.7970127494883108,101,6816.0,0.058384679565994996,101,6816.0
197405.0,100,2662.0,18.879432624113477,2.0508350489323655,100,6753.0,0.06364609400954903,100,6753.0
197410.0,100,2618.0,18.7,1.8244953755206421,100,6927.0,0.07184592622234469,100,6927.0
197415.0,101,2626.0,18.757142857142856,1.6852765429984717,101,6991.0,0.0642217836282747,101,6991.0
197420.0,101,2667.0,19.05,1.7640027310183224,101,6874.0,0.05533321687674852,101,6874.0
197425.0,102,2776.0,20.26277372262774,1.9442109764382915,102,6977.0,0.06582940839618352,102,6977.0
197430.0,98,2631.0,19.931818181818183,1.8281606853278596,98,6953.0,0.07325036463654575,98,6953.0
197435.0,96,2561.0,19.25563909774436,1.8011059482512222,96,6885.0,0.07266847053009594,96,6885.0
197440.0,92,2600.0,19.402985074626866,2.0535064356557378,92,6818.0,0.07195925025293644,92,6818.0
197445.0,93,2608.0,19.036496350364963,2.3631093227786053,93,6658.0,0.08066830415402941,93,6658.0
197450.0,94,2489.0,18.036231884057973,1.9035357895256708,94,6809.0,0.07800767940030952,94,6809.0
197455.0,100,2430.0,17.608695652173914,1.5642636240040104,100,6862.0,0.06438624816370986,100,6862.0
197460.0,105,2520.0,17.872340425531913,1.7650169991326428,105,6738.0,0.06010561478831207,105,6738.0
197465.0,100,2576.0,18.532374100719423,1.9812149212894565,100,6736.0,0.07277246115327467,100,6736.0
197470.0,99,2490.0,18.043478260869566,1.8081102087016483,99,6830.0,0.07522873554446954,99,6830.0
197475.0,101,2439.0,17.42142857142857,1.7080215784338573,101,6887.0,0.06680087476248626,101,6887.0
197480.0,100,2524.0,18.02857142857143,1.8007730349376005,100,6759.0,0.056420050644987965,100,6759.0
197485.0,102,2687.0,19.192857142857143,2.034643513162852,102,6800.0,0.06758618954463276,102,6800.0
197490.0,99,2619.0,18.841726618705035,1.8714934456526475,99,6883.0,0.07741668694596696,99,6883.0
197495.0,98,2572.0,18.37142857142857,1.7742029220060906,98,6944.0,0.07354736597551079,98,6944.0
197500.0,97,2607.0,18.62142857142857,1.2837525741416098,97,7127.0,0.05261495364006172,97,7127.0
197505.0,95,2644.0,18.885714285714286,1.476007043710144,95,7313.0,0.0515457926971859,95,7313.0
197510.0,88,2744.0,19.741007194244606,1.4804626253450313,88,7531.0,0.05813076318967676,88,7531.0
197515.0,88,3132.0,22.37142857142857,1.4507279539996538,88,7530.0,0.06180507650605388,88,7530.0
197520.0,89,3150.0,22.183098591549296,1.3265887885225711,89,7524.0,0.05378520617241866,89,7524.0
197525.0,90,3003.0,21.0,1.6412170113426456,90,7369.0,0.051589997167159285,90,7369.0
197530.0,94,2840.0,20.141843971631207,1.831979058995559,94,7258.0,0.057191499447842284,94,7258.0
197535.0,95,2695.0,18.846153846153847,1.632572050969237,95,7462.0,0.06316227881241976,95,7462.0
197540.0,93,2675.0,19.107142857142858,1.5716142190225475,93,7657.0,0.0638490485626929,93,7657.0
197545.0,96,2584.0,18.06993006993007,1.3206302957748304,96,7795.0,0.054340920239154614,96,7795.0
197550.0,93,2234.0,15.843971631205674,1.4385848799840095,93,7538.0,0.04884977703396161,93,7538.0
197555.0,86,1884.0,13.174825174825175,1.568916738228084,86,7845.0,0.06045568040435168,86,7845.0
197560.0,88,1750.0,12.152777777777779,1.5353509255260984,88,8015.0,0.05610069348136509,88,8015.0
197565.0,92,1658.0,11.594405594405595,1.3923496061263654,92,8132.0,0.05382672869383684,92,8132.0
197570.0,92,1677.0,11.645833333333334,1.3963021796876456,92,7992.0,0.0516715659842204,92,7992.0
197575.0,87,1746.0,12.20979020979021,1.3453609855032955,87,8234.0,0.051634887768385665,87,8234.0
197580.0,89,1791.0,12.351724137931035,1.5344679612884027,89,8542.0,0.051974485159365626,89,8542.0
197585.0,91,1994.0,14.04225352112676,1.2338426538471372,91,8780.0,0.04891419678897138,91,8780.0
197590.0,90,2382.0,16.657342657342657,1.3135433800205916,90,8829.0,0.044118558178915405,90,8829.0
197595.0,88,2465.0,17.237762237762237,1.3336964083969711,88,8841.0,0.047584052990531894,88,8841.0
197600.0,92,2378.0,16.51388888888889,1.3947223280162768,92,8458.0,0.04197174095044459,92,8458.0
197605.0,95,2420.0,16.923076923076923,1.807257665165986,95,8456.0,0.061420963278046116,95,8456.0
197610.0,95,2081.0,14.45138888888889,1.4642718604417917,95,8473.0,0.05585943651168301,95,8473.0
197615.0,95,1862.0,13.3,1.4130791312023239,95,8260.0,0.05648516439392847,95,8260.0
197620.0,100,1927.0,13.381944444444445,1.7062121630781948,100,7915.0,0.05489334881654237,100,7915.0
197625.0,100,2068.0,14.56338028169014,1.9677014781090474,100,7802.0,0.06573177942717272,100,7802.0
197630.0,99,2074.0,14.814285714285715,1.6834537287388922,99,7917.0,0.06956188457671891,99,7917.0
197635.0,101,2160.0,15.652173913043478,1.5909028625556436,101,8055.0,0.06697127152069458,101,8055.0
197640.0,101,2318.0,16.557142857142857,1.7645661849407923,101,8229.0,0.059389421166207976,101,8229.0
197645.0,101,2555.0,18.120567375886523,2.052554442842892,101,8370.0,0.06499116776785288,101,8370.0
197650.0,102,2834.0,20.388489208633093,2.309881957785142,102,8677.0,0.08485279667294417,102,8677.0
197655.0,102,2998.0,21.414285714285715,1.8506217883862044,102,8791.0,0.06857093226185228,102,8791.0
197660.0,104,3016.0,21.697841726618705,1.615876589809858,104,8697.0,0.05661107655885201,104,8697.0
197665.0,103,3057.0,22.152173913043477,1.8298120511673968,103,8442.0,0.0565646326853613,103,8442.0
197670.0,100,3155.0,23.37037037037037,1.9633842058869226,100,8572.0,0.07226591752184044,100,8572.0
197675.0,94,2969.0,22.32330827067669,1.9601113728335577,94,8524.0,0.08327082100664646,94,8524.0
197680.0,93,2838.0,20.86764705882353,2.1000231416664055,93,8124.0,0.08069063858604657,93,8124.0
197685.0,93,2792.0,20.68148148148148,1.9890762437286442,93,7741.0,0.06550957273075889,93,7741.0
197690.0,95,2816.0,20.554744525547445,2.1242715514286235,95,7601.0,0.0777589599359355,95,7601.0
197695.0,93,2625.0,19.02173913043478,2.0305210894895773,93,7598.0,0.0814779420641279,93,7598.0
197700.0,97,2568.0,18.608695652173914,1.5879605486368749,97,7388.0,0.0677898958916885,97,7388.0
197705.0,100,2549.0,18.078014184397162,1.8086977033492873,100,6890.0,0.05335545141141228,100,6890.0
197710.0,102,2620.0,18.848920863309353,1.914541265810544,102,6884.0,0.06649656994634895,102,6884.0
197715.0,99,2458.0,17.81159420289855,1.8436376597800987,99,7074.0,0.07558182480901955,99,7074.0
197720.0,102,2407.0,17.31654676258993,1.587386652637928,102,7183.0,0.061285566685774236,102,7183.0
197725.0,101,2499.0,17.85,1.7515160340799145,101,7132.0,0.05043626296180503,101,7132.0
197730.0,101,2673.0,19.09285714285714,2.037795506254701,101,7355.0,0.074556136851658,101,7355.0
197735.0,99,2612.0,18.79136690647482,1.8721107237207875,99,7446.0,0.0788338214948374,99,7446.0
197740.0,98,2552.0,18.228571428571428,1.768541971027091,98,7385.0,0.06965955871324976,98,7385.0
197745.0,100,2633.0,18.807142857142857,1.8105456578095394,100,7203.0,0.055385834568798524,100,7203.0
197750.0,100,2696.0,19.67883211678832,1.9590532327522363,100,7289.0,0.06877831925191571,100,7289.0
197755.0,98,2609.0,19.470149253731343,1.7826550401336492,98,7238.0,0.07116087097842082,98,7238.0
197760.0,96,2548.0,19.157894736842106,1.851520478375995,96,7068.0,0.07460348067214394,96,7068.0
197765.0,94,2603.0,19.28148148148148,2.0320347632468616,94,6779.0,0.0677953889733505,94,6779.0
197770.0,94,2616.0,19.094890510948904,2.0541976731452105,94,6808.0,0.08166147264169432,94,6808.0
197775.0,98,2508.0,18.306569343065693,1.8390493176003988,98,6753.0,0.07571927993866338,98,6753.0
197780.0,100,2506.0,17.9,1.6896887463792758,100,6785.0,0.06546926719558464,100,6785.0
197785.0,101,2540.0,18.142857142857142,1.7237110993540878,101,6737.0,0.056360601962687155,101,6737.0
197790.0,101,2646.0,18.76595744680851,2.055954539046023,101,6711.0,0.06978463568237195,101,6711.0
197795.0,100,2512.0,18.071942446043167,1.7490899459533387,100,6879.0,0.0714271841941663,100,6879.0
197800.0,99,2462.0,17.970802919708028,1.4320063728835655,99,6939.0,0.06812824811293423,99,6939.0
197805.0,102,2500.0,17.73049645390071,1.6895312773690667,102,6849.0,0.0569621466416976,102,6849.0
197810.0,100,2660.0,19.0,1.9713539840899605,100,6902.0,0.06926056182345647,100,6902.0
197815.0,98,2623.0,18.735714285714284,1.8118526501757426,98,6994.0,0.07235506441577558,98,6994.0
197820.0,101,2581.0,18.30496453900709,1.798879853172942,101,7055.0,0.0676859472728294,101,7055.0
197825.0,103,2671.0,19.215827338129497,1.7716589637349927,103,6939.0,0.05878080655436405,103,6939.0
197830.0,100,2728.0,19.62589928057554,1.951356998052881,100,6950.0,0.06588001681190826,100,6950.0
197835.0,97,2638.0,19.397058823529413,1.8302831880167518,97,7011.0,0.07250110779967622,97,7011.0
197840.0,97,2573.0,19.05925925925926,1.8743224769583353,97,7056.0,0.07058820332438763,97,7056.0
197845.0,95,2637.0,19.67910447761194,1.9855454331463345,95,7006.0,0.07173322779470756,95,7006.0
197850.0,93,2651.0,19.35036496350365,2.051133764162566,93,6952.0,0.07753573340677464,93,6952.0
197855.0,95,2529.0,18.45985401459854,1.736038332846134,95,6892.0,0.0732127295450615,95,6892.0
197860.0,99,2470.0,17.642857142857142,1.7992172901213686,99,6890.0,0.07037781308390952,99,6890.0
197865.0,100,2497.0,17.70921985815603,1.8699305836209044,100,6748.0,0.060673547989925754,100,6748.0
197870.0,99,2596.0,18.81159420289855,1.9594813957758632,99,6734.0,0.07048361966124779,99,6734.0
197875.0,98,2492.0,18.057971014492754,1.755070418406772,98,6828.0,0.07207268243158442,98,6828.0
197880.0,99,2434.0,17.385714285714286,1.635998044483679,99,6886.0,0.06978527925424709,99,6886.0
197885.0,103,2519.0,17.865248226950353,1.7574114424691964,103,6778.0,0.054508461269826794,103,6778.0
197890.0,102,2662.0,18.879432624113477,2.137844613170179,102,6830.0,0.07504251877833663,102,6830.0
197895.0,98,2596.0,18.542857142857144,1.8817794970158657,98,6920.0,0.07692614753370194,98,6920.0
197900.0,98,2545.0,18.178571428571427,1.6968552147885678,98,6972.0,0.06642913442659813,98,6972.0
197905.0,103,2634.0,18.680851063829788,1.705111882490419,103,6844.0,0.05526019072483452,103,6844.0
197910.0,101,2692.0,19.366906474820144,2.0102776666212514,101,6844.0,0.07191141420509142,101,6844.0
197915.0,98,2612.0,19.348148148148148,1.7705345627467781,98,6928.0,0.06770475793941125,98,6928.0
197920.0,99,2565.0,18.722627737226276,1.8490507884641376,99,6987.0,0.07383105855559308,99,6987.0
197925.0,94,2637.0,19.389705882352942,1.9953487423298442,94,6838.0,0.05757082889447696,94,6838.0
197930.0,93,2620.0,18.985507246376812,2.04124635263066,93,6809.0,0.06706365654714895,93,6809.0
197935.0,98,2563.0,18.845588235294116,1.6439016125532977,98,6971.0,0.07211861762997755,98,6971.0
197940.0,101,2517.0,18.107913669064747,1.5254467255793314,101,6983.0,0.06431976523501934,101,6983.0
197945.0,101,2552.0,18.099290780141843,1.703971731556793,101,6858.0,0.05111661208744849,101,6858.0
197950.0,101,2666.0,18.643356643356643,2.0049828958423555,101,6961.0,0.06431935698790407,101,6961.0
197955.0,98,2575.0,18.659420289855074,1.7079141766938655,98,6955.0,0.07554551747307169,98,6955.0
197960.0,100,2520.0,17.622377622377623,1.8390861543122832,100,7013.0,0.06578566787557004,100,7013.0
197965.0,101,2602.0,18.45390070921986,1.7302694720643488,101,6890.0,0.05500549236270584,101,6890.0
197970.0,98,2676.0,18.97872340425532,1.911946482221572,98,6935.0,0.059389655238104556,98,6935.0
197975.0,94,2615.0,18.678571428571427,1.8683908479855411,94,7007.0,0.07668811228395314,94,7007.0
197980.0,98,2549.0,18.078014184397162,1.7995023687687388,98,7052.0,0.07129552120986651,98,7052.0
197985.0,102,2629.0,18.645390070921987,1.8405260800211491,102,6912.0,0.06250546216823323,102,6912.0
197990.0,100,2684.0,19.17142857142857,2.019020668717671,100,6909.0,0.06929796844632824,100,6909.0
197995.0,98,2588.0,18.89051094890511,1.8022791754204037,98,7084.0,0.07220133247152448,98,7084.0
198000.0,100,2529.0,18.595588235294116,1.7655359987679502,100,7093.0,0.06262399838473841,100,7093.0
198005.0,98,2599.0,18.970802919708028,1.9199940191595954,98,6951.0,0.05992432598454017,98,6951.0
198010.0,98,2632.0,18.8,2.1549923645777285,98,6929.0,0.06626738914954323,98,6929.0
198015.0,101,2543.0,18.562043795620436,1.5432997287266028,101,7106.0,0.07177257344978998,101,7106.0
198020.0,101,2520.0,18.1294964028777,1.5479051809035176,101,7075.0,0.06213303772369035,101,7075.0
198025.0,105,2637.0,18.570422535211268,1.8726758851058831,105,7077.0,0.05664881839059766,105,7077.0
198030.0,101,2710.0,19.496402877697843,2.0174353199302484,101,6991.0,0.06441002853998865,101,6991.0
198035.0,104,2980.0,21.751824817518248,2.111959177024746,104,7153.0,0.07790121941075341,104,7153.0
198040.0,108,3138.0,22.414285714285715,1.7651862864153371,108,7325.0,0.07269791739069341,108,7325.0
198045.0,105,3131.0,22.854014598540147,1.5318095055665257,105,7397.0,0.06195831470431808,105,7397.0
198050.0,103,3192.0,23.130434782608695,1.8085168672374277,103,7262.0,0.056091451807326644,103,7262.0
198055.0,101,3219.0,23.496350364963504,2.0404516343207306,101,7181.0,0.06958421372022118,101,7181.0
198060.0,100,3444.0,25.138686131386862,2.3038062209063743,100,7369.0,0.09191257295609316,100,7369.0
198065.0,101,3533.0,25.41726618705036,2.058734515874885,101,7421.0,0.08291690330768202,101,7421.0
198070.0,101,3433.0,24.521428571428572,1.7482636845998731,101,7392.0,0.06360235738043182,101,7392.0
198075.0,100,3302.0,23.92753623188406,1.7284870780748534,100,7190.0,0.06363845697451424,100,7190.0
198080.0,101,3319.0,24.05072463768116,1.9772788868387667,101,7129.0,0.06695819605487413,101,7129.0
198085.0,96,3093.0,22.74264705882353,2.0034756183639426,96,7157.0,0.07917699682260157,96,7157.0
198090.0,95,2912.0,21.73134328358209,1.9772173341956394,95,6931.0,0.06899390868239737,95,6931.0
198095.0,92,2813.0,20.683823529411764,2.151458698154986,92,6814.0,0.06838027346167545,92,6814.0
198100.0,96,2795.0,20.253623188405797,2.2062965005573227,96,6711.0,0.07466291145935436,96,6711.0
198105.0,96,2592.0,19.058823529411764,1.7809874212593433,96,6843.0,0.08008649768033682,96,6843.0
198110.0,100,2551.0,18.35251798561151,1.7156765755546723,100,6886.0,0.07092177076744234,100,6886.0
198115.0,101,2541.0,18.15,1.8598638847295426,101,6744.0,0.058349455684638216,101,6744.0
198120.0,100,2573.0,18.37857142857143,2.0936595529785005,100,6805.0,0.06362408442193068,100,6805.0
198125.0,104,2826.0,20.62773722627737,2.2145562488504438,104,7028.0,0.08119233037056106,104,7028.0
198130.0,104,2973.0,21.235714285714284,1.8613290381796415,104,7307.0,0.06912427969495143,104,7307.0
198135.0,105,2904.0,21.511111111111113,1.2659570979831596,105,7370.0,0.05514478685006252,105,7370.0
198140.0,103,2980.0,21.43884892086331,1.795023439763276,103,7262.0,0.05603228604442184,103,7262.0
198145.0,102,3059.0,22.007194244604317,2.0290005814003456,102,7396.0,0.07130223924936509,102,7396.0
198150.0,98,2971.0,21.845588235294116,1.7716585311379485,98,7539.0,0.07485970904897794,98,7539.0
198155.0,99,2869.0,20.78985507246377,1.7493438782383153,99,7478.0,0.07183174220421358,99,7478.0
198160.0,99,2851.0,20.364285714285714,1.9102198032630546,99,7366.0,0.06499209603622004,99,7366.0
198165.0,102,2920.0,21.159420289855074,1.8925124008446266,102,7156.0,0.058276895188106546,102,7156.0
198170.0,98,2784.0,20.93233082706767,1.7362096069053743,98,7188.0,0.07027903022522912,98,7188.0
198175.0,99,2681.0,19.85925925925926,1.8174300465180007,99,7126.0,0.07757704750988884,99,7126.0
198180.0,96,2649.0,19.335766423357665,1.9372926336606253,96,6880.0,0.06040370548351527,96,6880.0
198185.0,99,2697.0,19.686131386861312,1.9752829298058958,99,6771.0,0.07062006835698154,99,6771.0
198190.0,99,2575.0,18.659420289855074,1.9164687446007624,99,6916.0,0.07678005405510019,99,6916.0
198195.0,100,2517.0,18.37226277372263,1.6466539829837055,100,6856.0,0.06755176977517797,100,6856.0
198200.0,101,2600.0,18.571428571428573,1.8868357696856026,101,6819.0,0.05872323251729724,101,6819.0
198205.0,100,2630.0,18.785714285714285,2.105779283451255,100,6910.0,0.07057347146985865,100,6910.0
