step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,t_stopped,t_accumulated_waiting_time,t_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
55295.0,41,534.0,6.433734939759036,2.950203188178385,41,1898.0,0.12701333192951048,41,1898.0
55300.0,52,619.0,6.955056179775281,2.474622515571877,52,1858.0,0.10421716846153559,52,1858.0
55305.0,58,883.0,10.034090909090908,2.808812489210479,58,1996.0,0.1098169595575042,58,1996.0
55310.0,59,981.0,11.02247191011236,2.414437381466841,59,2114.0,0.08562842078547844,59,2114.0
55315.0,61,986.0,11.465116279069768,1.9223267171838738,61,2166.0,0.04412652689424452,61,2166.0
55320.0,55,1034.0,12.023255813953488,2.9156109917988173,55,2123.0,0.08162247120178971,55,2123.0
55325.0,51,1112.0,13.08235294117647,3.3827836280074077,51,2179.0,0.12713114863410774,51,2179.0
55330.0,49,1205.0,15.0625,3.437125153766483,49,2138.0,0.130331849980436,49,2138.0
55335.0,48,1229.0,14.80722891566265,2.9617776040325587,48,2217.0,0.1320889625354167,48,2217.0
55340.0,44,1110.0,13.703703703703704,3.156498959304086,44,2208.0,0.1601549837359646,44,2208.0
55345.0,42,1062.0,12.642857142857142,3.554632986166948,42,2087.0,0.1376045107271383,42,2087.0
55350.0,46,1001.0,11.916666666666666,3.383351906192082,46,2046.0,0.12769473009242885,46,2046.0
55355.0,39,632.0,7.614457831325301,3.140316432294912,39,2001.0,0.14477576325264227,39,2001.0
55360.0,45,622.0,7.149425287356322,3.1043184309488026,45,1905.0,0.13635844302424327,45,1905.0
55365.0,55,869.0,10.104651162790697,2.526427379231608,55,1960.0,0.06884997866267573,55,1960.0
55370.0,61,978.0,10.747252747252746,1.8390551723558848,61,2110.0,0.040079802499198826,61,2110.0
55375.0,60,1005.0,11.043956043956044,2.437672014533156,60,2137.0,0.10122132957316789,60,2137.0
55380.0,52,896.0,9.955555555555556,2.7734516995413503,52,2153.0,0.11652010694134099,52,2153.0
55385.0,47,749.0,8.60919540229885,2.423102871022225,47,2178.0,0.08989881542616793,47,2178.0
55390.0,42,688.0,8.0,3.088600450357411,42,2095.0,0.11313569895229209,42,2095.0
55395.0,41,780.0,9.069767441860465,3.575330264369583,41,2053.0,0.13973325002349501,41,2053.0
55400.0,38,508.0,6.120481927710843,2.9449329007448735,38,2082.0,0.12527510022874147,38,2082.0
55405.0,52,613.0,7.045977011494253,2.688573726657193,52,2058.0,0.10584120284485615,52,2058.0
55410.0,59,883.0,10.034090909090908,2.7430768372528815,59,2219.0,0.08191709354844884,59,2219.0
55415.0,60,1106.0,13.011764705882353,2.3540935474924978,60,2413.0,0.09662198531391852,60,2413.0
55420.0,55,1285.0,16.0625,2.096295094064817,55,2580.0,0.06963941698159501,55,2580.0
55425.0,50,1226.0,14.595238095238095,1.873043888975248,50,2642.0,0.06786268821973747,50,2642.0
55430.0,42,1046.0,12.75609756097561,2.4891152310065205,42,2387.0,0.10243276481540328,42,2387.0
55435.0,39,914.0,10.880952380952381,3.1065613276231168,39,2222.0,0.1170312954788723,39,2222.0
55440.0,41,797.0,9.488095238095237,3.4532789683221874,41,2094.0,0.1110603071246731,41,2094.0
55445.0,37,737.0,8.569767441860465,3.2779929461512585,37,2122.0,0.15207047816479333,37,2122.0
55450.0,41,778.0,9.152941176470588,3.5283483769271733,41,2146.0,0.19115022344510793,41,2146.0
55455.0,41,872.0,10.380952380952381,3.2393618676493476,41,2122.0,0.1276608765715641,41,2122.0
55460.0,45,973.0,11.447058823529412,2.959302701035025,45,2206.0,0.1163685893197158,45,2206.0
55465.0,41,617.0,7.174418604651163,3.2539969863313853,41,2179.0,0.15574010229874277,41,2179.0
55470.0,47,603.0,6.931034482758621,3.3808833999220753,47,2071.0,0.15042706297335903,47,2071.0
55475.0,59,858.0,10.214285714285714,2.3476421441287236,59,2128.0,0.06523483622254513,59,2128.0
55480.0,62,981.0,10.780219780219781,1.753706596664552,62,2250.0,0.055386287722746855,62,2250.0
55485.0,59,992.0,10.901098901098901,2.5919325448449513,59,2186.0,0.11609963226252892,59,2186.0
55490.0,55,1039.0,11.544444444444444,2.9447875730704975,55,1946.0,0.10187584676417265,55,1946.0
55495.0,59,1148.0,12.898876404494382,2.7170839914208993,59,1914.0,0.08115363717563741,59,1914.0
55500.0,49,1087.0,12.94047619047619,2.9667321098778423,49,2012.0,0.13726520732770744,49,2012.0
55505.0,45,1019.0,12.580246913580247,2.9124194317507732,45,2055.0,0.14139667817753232,45,2055.0
55510.0,43,1017.0,12.402439024390244,2.977753301003515,43,2012.0,0.09859176951768084,43,2012.0
55515.0,42,1007.0,11.709302325581396,3.252919264702078,42,2022.0,0.12914468159339354,42,2022.0
55520.0,40,616.0,7.0,3.7704183063427403,40,1985.0,0.19605101970596545,40,1985.0
55525.0,46,640.0,7.111111111111111,3.3802821571527306,46,1904.0,0.1559430599786456,46,1904.0
55530.0,57,898.0,10.089887640449438,2.510923000828937,57,1985.0,0.06541209733297626,57,1985.0
55535.0,64,1024.0,11.377777777777778,1.947855837951449,64,2113.0,0.053321071194215995,64,2113.0
55540.0,59,1044.0,12.0,2.0770262184014556,59,2191.0,0.06730853959032755,59,2191.0
55545.0,57,1124.0,12.919540229885058,2.7650434104839365,57,2162.0,0.07736225831234236,57,2162.0
55550.0,51,1168.0,13.272727272727273,3.0932234718159823,51,2128.0,0.0838485371359154,51,2128.0
55555.0,51,1303.0,15.151162790697674,4.0888105461832005,51,2202.0,0.1720185643191535,51,2202.0
55560.0,50,1324.0,15.395348837209303,3.791466059575119,50,2269.0,0.1849172479534561,50,2269.0
55565.0,46,1217.0,15.2125,2.592484674084133,46,2186.0,0.10762750581996951,46,2186.0
55570.0,45,1196.0,14.238095238095237,3.170694183030256,45,2123.0,0.11994389636498728,45,2123.0
55575.0,46,1174.0,13.976190476190476,3.658218453776282,46,2065.0,0.15511155407155572,46,2065.0
55580.0,37,721.0,8.901234567901234,3.2475440836914764,37,1993.0,0.14837456018732878,37,1993.0
55585.0,45,634.0,7.287356321839081,2.9573266537189427,45,1796.0,0.11820343163702059,45,1796.0
55590.0,54,879.0,9.766666666666667,2.803669775377078,54,1847.0,0.10041049524526255,54,1847.0
55595.0,61,895.0,9.835164835164836,2.419527142295676,61,2019.0,0.1014251341499441,61,2019.0
55600.0,66,1180.0,13.258426966292134,1.8218857121945482,66,2175.0,0.058067857807074914,66,2175.0
55605.0,71,1275.0,14.010989010989011,1.3598542065981898,71,2370.0,0.023503035149620488,71,2370.0
55610.0,67,1236.0,13.733333333333333,2.0964431938546295,67,2450.0,0.05840846033953921,67,2450.0
55615.0,60,1235.0,14.36046511627907,2.4759229564747325,60,2390.0,0.06768996074665111,60,2390.0
55620.0,54,1264.0,15.414634146341463,2.9715160835734604,54,2404.0,0.07961080982018036,54,2404.0
55625.0,45,1111.0,13.385542168674698,3.19485791416015,45,2450.0,0.15039067484593507,45,2450.0
55630.0,40,932.0,11.365853658536585,3.5785296077560447,40,2368.0,0.1903075409639708,40,2368.0
55635.0,40,803.0,9.792682926829269,3.221200702551864,40,2156.0,0.12240858948262377,40,2156.0
55640.0,42,732.0,8.926829268292684,3.2962528375008002,42,2041.0,0.12378392021886715,42,2041.0
55645.0,38,508.0,6.120481927710843,3.297577795808017,38,2052.0,0.15382961641569806,38,2052.0
55650.0,46,676.0,8.144578313253012,3.2384545572471253,46,2087.0,0.1418587981565308,46,2087.0
55655.0,53,767.0,9.240963855421686,1.9377140578030112,53,2202.0,0.056686148604866926,53,2202.0
55660.0,56,796.0,9.149425287356323,1.9957239089558512,56,2228.0,0.08083097774595137,56,2228.0
55665.0,49,574.0,6.449438202247191,2.905428863330628,49,2297.0,0.13475189418744207,49,2297.0
55670.0,46,568.0,6.454545454545454,2.634055753147753,46,2342.0,0.11641848729411085,46,2342.0
55675.0,54,565.0,6.348314606741573,1.6524944276876639,54,2417.0,0.046906399710156206,54,2417.0
55680.0,54,606.0,6.808988764044944,2.1373002733913293,54,2385.0,0.0707707169179593,54,2385.0
55685.0,52,692.0,7.863636363636363,2.8087560885718075,52,2354.0,0.09563363582712271,52,2354.0
55690.0,49,777.0,9.034883720930232,2.9824742527338866,49,2280.0,0.08730336829856254,49,2280.0
55695.0,48,840.0,10.0,2.8535271093703662,48,2446.0,0.11378533877363242,48,2446.0
55700.0,54,1084.0,12.904761904761905,2.741185696384298,54,2614.0,0.11463413547799331,54,2614.0
55705.0,54,1125.0,13.235294117647058,2.3914159967427553,54,2691.0,0.09828147439681223,54,2691.0
55710.0,54,1070.0,12.891566265060241,2.259869151389764,54,2580.0,0.0812731053023089,54,2580.0
55715.0,53,1042.0,12.258823529411766,2.9762315642390944,53,2399.0,0.10585598523226403,53,2399.0
55720.0,47,1013.0,12.204819277108435,3.2968931352470907,47,2249.0,0.126693105089103,47,2249.0
55725.0,47,1092.0,13.481481481481481,3.526527782960807,47,2216.0,0.1380177557211217,47,2216.0
55730.0,54,1349.0,15.686046511627907,3.6424908980532407,54,2171.0,0.13655821687199562,54,2171.0
55735.0,49,1383.0,16.662650602409638,3.0668242284199736,49,2247.0,0.1532388641757683,49,2247.0
55740.0,44,1266.0,15.62962962962963,3.3081011481050138,44,2244.0,0.15993117300704884,44,2244.0
55745.0,49,1233.0,14.855421686746988,3.130970563955671,49,2140.0,0.10588054302496461,49,2140.0
55750.0,46,1203.0,14.493975903614459,3.592118522531242,46,2119.0,0.13154701614639536,46,2119.0
55755.0,39,750.0,9.375,3.315289972744702,39,2060.0,0.1637170095234264,39,2060.0
55760.0,43,616.0,7.333333333333333,3.1056308535711437,43,1913.0,0.14408554435217968,43,1913.0
55765.0,56,856.0,9.617977528089888,2.7844842433264763,56,1867.0,0.0823158157304911,56,1867.0
55770.0,63,912.0,9.91304347826087,2.0544445511045155,63,2058.0,0.07598116413284982,63,2058.0
55775.0,68,1228.0,13.644444444444444,2.316273366002684,68,2248.0,0.0969723686238424,68,2248.0
55780.0,69,1319.0,14.494505494505495,1.3477060601468172,69,2408.0,0.029256729394995032,69,2408.0
55785.0,69,1271.0,14.280898876404494,1.564155356556866,69,2383.0,0.03413295356887978,69,2383.0
55790.0,63,1308.0,14.696629213483146,2.7039300165662294,63,2415.0,0.07942765549024734,63,2415.0
55795.0,54,1314.0,15.831325301204819,3.0814664920746964,54,2510.0,0.1149576910833674,54,2510.0
55800.0,47,1167.0,14.5875,2.970896253622783,47,2534.0,0.12200525666555032,47,2534.0
55805.0,43,990.0,11.927710843373495,2.857531499980192,43,2458.0,0.13984334133369802,43,2458.0
55810.0,40,855.0,10.178571428571429,3.8536304156581567,40,2235.0,0.18015682419289267,40,2235.0
55815.0,38,773.0,9.313253012048193,3.328295675784697,38,2168.0,0.14290926996737568,38,2168.0
55820.0,41,555.0,6.607142857142857,3.050751517940477,41,2111.0,0.13334936190213578,41,2111.0
55825.0,47,710.0,8.160919540229886,3.275366043399832,47,2140.0,0.1295814186058988,47,2140.0
55830.0,55,804.0,9.241379310344827,2.550458764192234,55,2229.0,0.07493034915870159,55,2229.0
55835.0,56,860.0,10.238095238095237,2.11639351059288,56,2257.0,0.06577492627455818,56,2257.0
55840.0,55,920.0,10.222222222222221,2.857225712199392,55,2182.0,0.09455372345440761,55,2182.0
55845.0,45,631.0,7.089887640449438,3.1718286701655503,45,2285.0,0.15169765105478292,45,2285.0
55850.0,46,672.0,7.905882352941177,2.614066990634252,46,2285.0,0.1276407596487046,46,2285.0
55855.0,57,748.0,8.404494382022472,1.6592840577758738,57,2332.0,0.049632596938330234,57,2332.0
55860.0,56,740.0,8.314606741573034,2.1331545223774575,56,2337.0,0.06471887062103648,56,2337.0
55865.0,53,795.0,9.034090909090908,2.6721973715268406,53,2223.0,0.07645046993540472,53,2223.0
55870.0,56,863.0,9.919540229885058,2.8551805080362502,56,2243.0,0.0921900126774422,56,2243.0
55875.0,48,885.0,10.290697674418604,2.9927556979481373,48,2296.0,0.12277708832590922,48,2296.0
55880.0,52,1123.0,13.05813953488372,3.4796801146966065,52,2468.0,0.1508654601964461,52,2468.0
55885.0,52,1161.0,13.821428571428571,2.4290852154067983,52,2549.0,0.11111603223078535,52,2549.0
55890.0,53,1068.0,13.185185185185185,1.914589421755608,53,2450.0,0.05660562776230914,53,2450.0
55895.0,53,1038.0,12.357142857142858,3.038214015741691,53,2314.0,0.09797136061530029,53,2314.0
55900.0,47,1035.0,12.321428571428571,3.6194872993101668,47,2282.0,0.13805071445980396,47,2282.0
55905.0,47,1107.0,13.666666666666666,3.560696223971326,47,2243.0,0.13869984971376398,47,2243.0
55910.0,50,1162.0,13.670588235294117,3.0664202796013984,50,2208.0,0.1278869616264667,50,2208.0
55915.0,45,1131.0,13.626506024096386,3.1927508999391367,45,2209.0,0.16101215400637683,45,2209.0
55920.0,40,1076.0,12.80952380952381,3.472760680539116,40,2092.0,0.15911744373630365,40,2092.0
55925.0,45,1094.0,12.720930232558139,3.5723055131688666,45,1992.0,0.12428291012397502,45,1992.0
55930.0,41,705.0,8.392857142857142,3.3213756599348043,41,1993.0,0.1498293434617923,41,1993.0
55935.0,46,634.0,7.287356321839081,3.3946773746260437,46,1866.0,0.14999983922459342,46,1866.0
55940.0,53,861.0,9.89655172413793,2.6863722561062424,53,1858.0,0.08852054086728665,53,1858.0
55945.0,65,971.0,10.78888888888889,1.4971235537635983,65,1982.0,0.04160885972639223,65,1982.0
55950.0,63,1000.0,10.75268817204301,2.237630058172071,63,2043.0,0.08472799843659318,63,2043.0
55955.0,58,1092.0,11.869565217391305,3.1702492967909732,58,1983.0,0.12269564648747303,58,1983.0
55960.0,57,1164.0,13.07865168539326,3.1160953213622253,57,2072.0,0.10701508610447119,57,2072.0
55965.0,50,1160.0,13.647058823529411,2.7628254277877073,50,2145.0,0.12215064939725581,50,2145.0
55970.0,47,1109.0,13.36144578313253,2.6420345226476556,47,2155.0,0.12911388824753736,47,2155.0
55975.0,46,1098.0,12.767441860465116,3.034367602569431,46,2070.0,0.0967180353410902,46,2070.0
55980.0,45,1125.0,13.392857142857142,3.321378494547539,45,2108.0,0.13376741054421587,45,2108.0
55985.0,43,717.0,8.147727272727273,3.184577014668872,43,2031.0,0.14884746191138856,43,2031.0
55990.0,48,693.0,7.7,3.5280930244044724,48,1929.0,0.17032417514741183,48,1929.0
55995.0,58,956.0,10.741573033707866,2.7348573627991244,58,1977.0,0.07572359080453415,58,1977.0
56000.0,64,1077.0,12.238636363636363,1.5932090508867562,64,2172.0,0.03450813993729746,64,2172.0
56005.0,60,1089.0,12.811764705882354,2.2527739898017196,60,2255.0,0.0762366127412487,60,2255.0
56010.0,55,1132.0,13.162790697674419,2.917920652568795,55,2225.0,0.09149732999437914,55,2225.0
56015.0,52,1189.0,14.154761904761905,3.076521234710066,52,2243.0,0.10250645095844418,52,2243.0
56020.0,49,1118.0,12.704545454545455,2.897640027485565,49,2276.0,0.13446017580126995,49,2276.0
56025.0,46,1054.0,12.114942528735632,3.3476787407817263,46,2268.0,0.17654068644609755,46,2268.0
56030.0,44,1063.0,12.36046511627907,3.1599078538968213,44,2161.0,0.12924029753417582,44,2161.0
56035.0,48,1093.0,12.420454545454545,3.2142351003153604,48,2132.0,0.11607426908775544,48,2132.0
56040.0,46,751.0,8.534090909090908,3.1593404806604255,46,2098.0,0.13836956705701367,46,2098.0
56045.0,48,684.0,7.685393258426966,3.0966078447073158,48,1986.0,0.1341263413628147,48,1986.0
56050.0,57,933.0,10.602272727272727,2.559440293080827,57,1993.0,0.07477863864084955,57,1993.0
56055.0,61,1054.0,11.582417582417582,1.754757060696993,61,2135.0,0.04960854284407406,61,2135.0
56060.0,63,1073.0,11.66304347826087,2.3406198949761885,63,2214.0,0.09977960403466585,63,2214.0
56065.0,57,1123.0,12.206521739130435,2.110802574234179,57,2465.0,0.0844960201032934,57,2465.0
56070.0,61,1198.0,13.311111111111112,1.6611095887886065,61,2750.0,0.04513248181537898,61,2750.0
56075.0,58,1337.0,14.855555555555556,1.8206832610714478,58,2922.0,0.055978606219317786,58,2922.0
56080.0,58,1569.0,17.629213483146067,2.029501360080729,58,2954.0,0.0688396356588505,58,2954.0
56085.0,55,1806.0,20.75862068965517,2.368534630826656,55,2886.0,0.051458124247545985,55,2886.0
56090.0,55,2058.0,23.123595505617978,3.0310429263863874,55,2987.0,0.10406760442165683,55,2987.0
56095.0,51,2305.0,26.802325581395348,4.030729587959698,51,3059.0,0.1833542710010294,51,3059.0
56100.0,48,2203.0,26.226190476190474,3.7798489708267002,48,3029.0,0.1868742615529499,48,3029.0
56105.0,45,1932.0,23.85185185185185,2.8081341949731455,45,2917.0,0.11659508804562635,45,2917.0
56110.0,45,1630.0,19.63855421686747,3.1573602918822306,45,2675.0,0.10828051304272386,45,2675.0
56115.0,44,1492.0,18.195121951219512,3.7151003113814625,44,2612.0,0.1597050019660927,44,2612.0
56120.0,38,757.0,9.345679012345679,3.442059981884267,38,2426.0,0.14586956451162786,38,2426.0
56125.0,42,483.0,5.75,3.1345596831210933,42,2215.0,0.13767015012679815,42,2215.0
56130.0,48,694.0,7.797752808988764,3.117963581823247,48,2055.0,0.12384620411119204,48,2055.0
56135.0,56,889.0,9.98876404494382,2.4223108966644014,56,2164.0,0.09810796893771707,56,2164.0
56140.0,58,1091.0,12.540229885057471,2.376878272964425,58,2194.0,0.0840504178430531,58,2194.0
56145.0,51,1277.0,14.511363636363637,2.054825720125916,51,2269.0,0.07279614539318151,51,2269.0
56150.0,53,1515.0,17.02247191011236,2.4528570365050983,53,2470.0,0.08598008118982281,53,2470.0
56155.0,54,1483.0,17.44705882352941,1.9042913980838143,54,2586.0,0.07246363033624578,54,2586.0
56160.0,51,1261.0,15.19277108433735,1.8799091358228073,51,2541.0,0.053661123306116325,51,2541.0
56165.0,51,1150.0,12.777777777777779,2.933637768149194,51,2437.0,0.09623049389547388,51,2437.0
56170.0,51,1064.0,11.822222222222223,3.888116875384815,51,2399.0,0.14937418508382716,51,2399.0
56175.0,51,1076.0,13.121951219512194,3.672395861603297,51,2461.0,0.15026734458760252,51,2461.0
56180.0,52,1141.0,13.914634146341463,2.8004385755238403,52,2443.0,0.11419258490659491,52,2443.0
56185.0,45,1082.0,13.525,2.867114489620137,45,2319.0,0.12661466817829187,45,2319.0
56190.0,43,1090.0,13.45679012345679,3.4076498363510135,43,2030.0,0.13480211018412017,43,2030.0
56195.0,41,1046.0,12.91358024691358,3.371031069398895,41,2101.0,0.14264483262048083,41,2101.0
56200.0,39,661.0,7.869047619047619,3.180982755016019,39,2081.0,0.152138521528205,39,2081.0
56205.0,44,636.0,7.146067415730337,3.5157976751617555,44,1975.0,0.16897835435637126,44,1975.0
56210.0,53,875.0,9.831460674157304,3.049661064171871,53,1993.0,0.10422303778367707,53,1993.0
56215.0,63,981.0,10.780219780219781,1.6338918069908814,63,2136.0,0.038868251395919005,63,2136.0
56220.0,62,1003.0,11.021978021978022,1.9628393255576615,62,2152.0,0.059339202875874415,62,2152.0
56225.0,59,1099.0,12.21111111111111,2.73566894517999,59,2039.0,0.07194653079329671,59,2039.0
56230.0,58,1188.0,13.813953488372093,2.8912539794722574,58,2139.0,0.08968969815734174,58,2139.0
56235.0,53,1362.0,16.023529411764706,3.5956686841462364,53,2253.0,0.13035006382923653,53,2253.0
56240.0,49,1393.0,16.388235294117646,3.4969430002943995,49,2345.0,0.1826979154217395,49,2345.0
56245.0,42,1278.0,15.585365853658537,2.984973121563973,42,2313.0,0.14745270081429743,42,2313.0
56250.0,44,1240.0,14.761904761904763,2.9673021352469156,44,2169.0,0.10262960948228561,44,2169.0
56255.0,44,1212.0,14.428571428571429,3.5003936742149295,44,2099.0,0.13156821328472654,44,2099.0
56260.0,39,712.0,8.578313253012048,3.1952333439306986,39,2045.0,0.1489975988995551,39,2045.0
56265.0,45,647.0,7.436781609195402,3.15396240379293,45,1911.0,0.14400819242379767,45,1911.0
56270.0,53,887.0,9.855555555555556,2.6292191831363074,53,1909.0,0.09070873244874973,53,1909.0
56275.0,60,991.0,10.771739130434783,2.230477288853413,60,2086.0,0.08373559903979143,60,2086.0
56280.0,59,1017.0,11.825581395348838,2.643912565404156,59,2124.0,0.10405014786517226,59,2124.0
56285.0,58,1105.0,12.848837209302326,2.668532943626498,58,2171.0,0.06420004544428297,58,2171.0
56290.0,51,1158.0,13.465116279069768,3.286714730678319,51,2221.0,0.10424224317934908,51,2221.0
56295.0,45,1126.0,13.731707317073171,2.8428919726298343,45,2277.0,0.13905314567795438,45,2277.0
56300.0,47,1069.0,12.726190476190476,2.6022892121507515,47,2233.0,0.11236933378120474,47,2233.0
56305.0,51,1090.0,12.528735632183908,2.7103344355320695,51,2225.0,0.09990988610690149,51,2225.0
56310.0,45,1149.0,12.910112359550562,3.5262367217782,45,2101.0,0.16059624919774979,45,2101.0
56315.0,41,742.0,8.431818181818182,3.73974012168314,41,1996.0,0.1970676527643718,41,1996.0
56320.0,46,690.0,7.840909090909091,2.9593114807234797,46,1813.0,0.12366210108395988,46,1813.0
56325.0,57,947.0,10.406593406593407,2.701608448848924,57,1878.0,0.0848356135962679,57,1878.0
56330.0,62,1056.0,11.604395604395604,1.943961307185848,62,2063.0,0.059371647863775766,62,2063.0
56335.0,61,1068.0,12.0,2.062439655697695,61,2140.0,0.06961685312458724,61,2140.0
56340.0,59,1124.0,12.629213483146067,2.4679455362380547,59,2124.0,0.0583289564957852,59,2124.0
56345.0,56,1215.0,13.206521739130435,3.0462964817964826,56,2169.0,0.11389733529218324,56,2169.0
56350.0,47,1177.0,13.375,3.449226559826967,47,2208.0,0.17168588802712836,47,2208.0
56355.0,47,1126.0,13.093023255813954,2.8880893670061316,47,2208.0,0.14248583441660584,47,2208.0
56360.0,45,1120.0,12.873563218390805,2.733033776562272,45,2127.0,0.10584294928222539,45,2127.0
56365.0,43,1131.0,12.707865168539326,3.2965615297198103,43,2139.0,0.1350689789908823,43,2139.0
56370.0,46,747.0,8.488636363636363,2.7488616296123367,46,2151.0,0.12710849339304314,46,2151.0
56375.0,47,687.0,7.806818181818182,2.806756847791004,47,1994.0,0.10826596840045377,47,1994.0
56380.0,61,958.0,10.301075268817204,2.525179966362055,61,2056.0,0.07796805739063278,61,2056.0
56385.0,61,1077.0,11.706521739130435,2.359345592134323,61,2205.0,0.08669193388508498,61,2205.0
56390.0,60,1098.0,12.337078651685394,2.2228849480250035,60,2280.0,0.0709724352293296,60,2280.0
56395.0,62,1183.0,13.144444444444444,2.310587218809376,62,2311.0,0.05578158162479251,62,2311.0
56400.0,54,1239.0,13.92134831460674,3.164153048225665,54,2287.0,0.10602271511282094,54,2287.0
56405.0,49,1175.0,13.988095238095237,2.735793854272907,49,2388.0,0.1330709456946686,49,2388.0
56410.0,49,1143.0,13.771084337349398,2.5199499337877205,49,2377.0,0.10832501296200658,49,2377.0
56415.0,47,1128.0,12.818181818181818,2.991261189558105,47,2284.0,0.1024690088261736,47,2284.0
56420.0,44,1142.0,12.688888888888888,3.7542253910814307,44,2244.0,0.16757366186763567,44,2244.0
56425.0,43,756.0,8.49438202247191,3.276482895265195,43,2208.0,0.1502852878410783,43,2208.0
56430.0,49,697.0,7.7444444444444445,2.9386812113185563,49,2047.0,0.11148590385267766,49,2047.0
56435.0,61,970.0,10.659340659340659,2.6601785316305757,61,2114.0,0.08201449349390703,61,2114.0
56440.0,66,1097.0,12.054945054945055,1.9182684049229421,66,2270.0,0.05671420992902015,66,2270.0
56445.0,61,1145.0,13.011363636363637,2.1216499249770164,61,2268.0,0.06282500162793185,61,2268.0
56450.0,60,1206.0,12.96774193548387,2.44212905788019,60,2295.0,0.06689226665487197,60,2295.0
56455.0,51,1099.0,11.817204301075268,2.6476329358946504,51,2418.0,0.11212717495898974,51,2418.0
56460.0,44,977.0,11.229885057471265,3.017528803253883,44,2368.0,0.14055293613647343,44,2368.0
56465.0,49,1028.0,11.55056179775281,2.8648324415462634,49,2355.0,0.09737723003726471,49,2355.0
56470.0,47,1085.0,12.329545454545455,3.1862937449561004,47,2384.0,0.11643930666487329,47,2384.0
56475.0,42,735.0,8.352272727272727,3.0068125756906188,42,2370.0,0.13715854343752718,42,2370.0
56480.0,49,703.0,7.988636363636363,2.7652730178767566,49,2279.0,0.1223402821241001,49,2279.0
56485.0,62,977.0,10.736263736263735,2.3710832980702,62,2314.0,0.07000216765374752,62,2314.0
56490.0,59,1021.0,11.097826086956522,2.30717293935141,59,2503.0,0.08588617573560214,59,2503.0
56495.0,65,1282.0,14.568181818181818,2.573543742392487,65,2633.0,0.0867304141647542,65,2633.0
56500.0,65,1353.0,15.91764705882353,1.8565711937352458,65,2769.0,0.04991645344479617,65,2769.0
56505.0,59,1267.0,14.732558139534884,1.8348286144061932,59,2702.0,0.05337787516580755,59,2702.0
56510.0,55,1218.0,14.329411764705883,2.620757940827949,55,2519.0,0.08179973281732092,55,2519.0
56515.0,51,1161.0,13.987951807228916,3.3048570918961664,51,2466.0,0.11352064297576661,51,2466.0
56520.0,45,1007.0,13.077922077922079,3.1131927907585335,45,2477.0,0.13176868482438117,45,2477.0
56525.0,42,833.0,10.283950617283951,3.0912328301291865,42,2436.0,0.1488844868864553,42,2436.0
56530.0,35,667.0,8.234567901234568,4.168194965901018,35,2269.0,0.19528233138396497,35,2269.0
56535.0,35,639.0,7.888888888888889,3.836547465656274,35,2117.0,0.1568153413002465,35,2117.0
56540.0,47,712.0,8.790123456790123,3.6190361602182115,47,2141.0,0.1550838253380672,47,2141.0
56545.0,44,712.0,8.578313253012048,2.9763864194672225,44,2253.0,0.1432212840345181,44,2253.0
56550.0,58,924.0,10.870588235294118,2.497420628021095,58,2374.0,0.09530554593738799,58,2374.0
56555.0,57,1016.0,12.240963855421686,1.9224025298229102,57,2442.0,0.061775074042394816,57,2442.0
56560.0,57,1004.0,11.280898876404494,2.37762652802108,57,2259.0,0.07576206365470535,57,2259.0
56565.0,51,1030.0,11.839080459770114,3.3852608659114742,51,2167.0,0.13614388490661458,51,2167.0
56570.0,46,1077.0,12.379310344827585,3.3373630995692753,46,2097.0,0.1273254915888435,46,2097.0
56575.0,54,1204.0,13.839080459770114,3.3497804468096777,54,2098.0,0.12561654070842207,54,2098.0
56580.0,54,1272.0,14.964705882352941,2.88899335178058,54,2202.0,0.12988640593462308,54,2202.0
56585.0,49,1242.0,14.963855421686747,2.854578607678074,49,2183.0,0.11499748586406287,49,2183.0
56590.0,45,1215.0,14.63855421686747,2.9146441712610254,45,2061.0,0.09741644595330116,45,2061.0
56595.0,49,1227.0,14.10344827586207,3.2403730647459055,49,2041.0,0.12622960455075277,49,2041.0
56600.0,40,790.0,9.080459770114942,3.7501183576770165,40,2001.0,0.18952554015233491,40,2001.0
56605.0,45,686.0,7.795454545454546,3.125322749430377,45,1853.0,0.14559384788285842,45,1853.0
56610.0,56,936.0,10.4,2.740774776533571,56,1825.0,0.08000269162980024,56,1825.0
56615.0,63,1042.0,11.204301075268818,1.947291369041411,63,2006.0,0.053779678205725344,63,2006.0
56620.0,64,1086.0,12.066666666666666,2.14491437212639,64,2088.0,0.0719223634839581,64,2088.0
56625.0,58,1135.0,12.61111111111111,2.519241317600741,58,2063.0,0.058435773570815926,58,2063.0
56630.0,52,827.0,8.98913043478261,2.2446135620708527,52,2192.0,0.07420773875177471,52,2192.0
56635.0,51,893.0,10.264367816091953,2.7704015582522104,51,2214.0,0.1405310193860771,51,2214.0
56640.0,56,1119.0,12.433333333333334,2.4244140277573667,56,2361.0,0.11801293316115542,56,2361.0
56645.0,57,1343.0,14.922222222222222,2.060061784519952,57,2475.0,0.05679522148079882,57,2475.0
56650.0,56,1322.0,14.369565217391305,1.7846516151454466,56,2603.0,0.05796695164063735,56,2603.0
56655.0,50,1126.0,12.795454545454545,1.834248326503361,50,2559.0,0.08140210567362247,50,2559.0
